gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
PA3329,0,2004-09-15,1,1,1,1,29,1,0,0,1,0,0,0,0,0,1,16,2,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,1,6,2002,3,12,30,-4,-4,-4,0,0,0,0,1,0,0,0,0,1,-4,-4,1,1,1,1,2,1,4,1,1,1,1,1,3,1,4,1,1,5,1,5,1,0,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,1,1,1,-1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA3330,0,2004-09-15,1,1,1,1,51,0,0,0,0,1,0,0,0,0,1,14,1,0,-1,3,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,1,2004,1,13.85,40,26,1,2,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,1,2,1,1,2,1,1,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3331,1,2004-09-15,2,1,1,1,47,1,0,1,0,0,0,0,0,0,1,15,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,0,0,0,1,6,2004,1,20.83,60,52,1,8,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,4,1,2,2,1,1,5,2,5,1,1,5,1,5,1,0,1,1,1,1,1,1,0,0,-1,1,5,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3332,0,2004-09-15,1,0,0,0,49,1,0,0,0,1,0,0,0,0,1,14,1,0,-1,3,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,2,2002,1,22.6,40,-4,1,12,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,2,3,4,1,2,2,2,2,4,2,4,1,2,2,2,5,1,0,0,1,1,0,0,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
PA3333,0,2004-09-15,2,1,1,1,44,1,0,1,0,0,0,0,0,0,1,18,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,8,2004,1,27.62,47,52,1,1,0,0,0,0,0,0,0,0,0,1,-4,2,1,2,1,1,1,1,4,1,2,1,2,2,5,2,5,1,2,4,2,5,1,0,0,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
PA3334,1,2004-09-15,2,1,1,1,31,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,5,3,1,1,0,1,0.3,23,5,2004,-4,-4,1,16,10,0,2,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.25,24,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,2,2,2,1,2,2,4,2,1,2,2,2,2,2,2,4,1,1,1,5,1,0,0,1,1,0,1,1,1,1,500,0,-1,1,4,0,1,1,1,-1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
PA3335,1,2004-09-15,1,1,0,0,50,0,0,1,0,0,0,0,0,0,1,12,4,1,2,1,2,1,1,0,1,25,31,1,1989,3,2003,0,0,50,1,22,1,1,0,0,1,0,1,0,1,0,1,4,1988,6,17.78,45,-4,1,25,0,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,2,1,3,5,1,1,1,2,2,5,2,5,1,1,5,1,5,1,1,1,1,0,1,1,1,1,1,400,1,3,0,-1,0,1,1,1,-1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
PA3336,0,2004-09-15,1,1,1,0,47,1,0,0,1,0,0,0,0,0,1,12,6,1,4,5,6,1,1,0,1,10,56,3,1995,1,2001,0,0,80,1,10,1,1,0,0,1,0,1,0,0,0,1,11,2003,2,22.5,40,-4,1,5,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,5,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,120,0,-1,0,-1,0,0,0,1,-1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3337,1,2004-09-15,1,1,1,1,49,0,0,0,0,1,0,0,0,0,1,11,4,1,2,3,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,2001,9,20,20,-4,1,5,0,0,0,0,0,1,0,0,0,0,-4,3,1,2,1,1,1,2,5,2,1,3,2,2,2,1,2,2,1,5,1,2,5,0,0,0,1,1,1,1,1,1,250,1,3,0,-1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3338,1,2004-09-15,2,1,1,0,41,0,0,1,0,0,0,0,0,1,1,14,3,1,2,2,4,0,1,0,1,-4,53,3,1999,9,2001,0,0,-4,-4,-4,1,0,0,0,1,1,1,0,0,0,1,12,2003,7,4.04,40,18,1,7,0,0,0,0,1,0,0,0,1,0,-4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,1,1,1,1,1,0,1,1,0,0,-1,1,3,0,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3339,1,2004-09-15,2,1,1,1,32,1,0,1,0,0,0,0,0,0,1,10,6,1,4,2,1,1,1,1,1,1,23,5,2002,8,2002,0,7,10,0,2,0,-1,0,1,1,1,0,0,0,0,1,8,2004,7,10,32,1,0,-1,0,0,0,0,0,0,0,0,1,0,-4,3,1,1,1,4,2,2,2,1,5,1,4,1,4,1,2,4,2,2,1,5,2,0,0,1,0,0,1,1,1,0,-1,0,-1,1,4,1,1,0,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3340,1,2004-09-15,1,1,1,1,43,0,0,0,0,1,0,0,0,0,1,14,3,1,1,1,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,0,0,1,0,0,0,0,0,1,4,2004,4,8.63,40,52,0,-1,0,0,0,0,1,0,0,0,0,1,36,1,2,1,1,3,1,2,1,1,1,1,2,2,3,1,4,1,1,3,2,4,1,0,0,0,1,1,1,1,1,1,899,0,-1,0,-1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3341,0,2004-09-15,1,1,1,0,41,0,0,0,1,0,0,0,0,0,1,15,5,1,3,1,4,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.72,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,2,1,5,1,2,1,1,1,5,1,5,1,1,4,1,5,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,-1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
PA3342,1,2004-09-15,1,1,1,1,58,1,0,1,0,0,0,0,0,0,1,14,3,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,8,2003,1,55,40,5,0,-1,0,0,0,0,0,0,0,0,0,0,26,1,1,1,2,2,2,1,2,1,1,2,2,3,4,3,4,1,1,5,3,5,2,0,0,1,1,1,1,1,0,1,675,1,2,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3343,0,2004-09-15,1,1,0,0,24,0,0,0,0,1,0,0,0,0,1,13,3,1,2,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.02,40,48,1,4,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,1,1,1,2,1,1,1,1,2,5,1,5,1,2,2,3,5,1,0,1,0,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3344,0,2004-09-15,1,1,1,0,27,0,0,0,0,1,0,0,0,0,1,14,7,1,5,1,3,1,1,0,1,0.3,62,6,2004,-4,-4,1,12,55,1,3,1,0,0,-4,-4,-4,-4,-4,-4,-4,1,8,2002,1,2.52,55,-4,0,-1,0,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,2,5,1,1,2,1,5,1,1,1,1,1,1,1,1,0,1,150,1,3,1,3,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3345,1,2004-09-15,1,1,1,1,50,0,0,0,0,0,0,0,0,1,1,14,8,1,4,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.07,40,-4,1,1,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,2,1,1,1,1,4,1,0,1,0,1,1,0,1,1,0,-1,1,3,0,-1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3346,0,2004-09-15,1,1,1,0,30,1,0,0,0,1,0,0,0,0,1,14,1,0,-1,5,4,1,1,0,1,3,56,1,2000,-4,-4,1,48,50,1,12,1,1,0,1,0,0,0,0,0,0,1,11,2003,6,15,40,-4,1,3,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,3,5,1,5,1,0,0,0,1,1,1,1,1,1,400,0,-1,1,3,0,1,1,1,-1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
PA3347,0,2004-09-15,1,1,1,1,32,0,0,0,0,1,0,0,0,0,1,9,6,1,4,1,5,1,1,0,1,2,-4,4,2002,2,2003,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8,2002,7,8.08,40,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,3,1,1,1,1,2,2,1,1,1,2,5,5,2,5,1,2,5,2,1,1,0,1,1,1,1,1,1,1,1,600,1,2,0,-1,1,1,1,1,-1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PA3348,1,2004-09-15,1,1,0,0,32,0,0,0,0,1,0,0,0,0,1,16,1,0,-1,5,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.43,35,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,2,1,1,1,1,1,2,1,1,3,1,1,5,2,5,1,1,3,2,5,1,0,-4,1,1,1,1,1,1,0,-1,1,1,0,-1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
PA3349,0,2004-09-15,1,1,1,0,61,0,0,0,0,1,0,0,0,0,1,15,3,0,-1,3,3,1,1,0,1,15,44,6,2004,-4,-4,1,12,12,1,2,1,1,0,1,1,0,1,1,0,0,1,5,2004,1,7.5,20,52,1,8,0,0,0,0,0,0,0,0,1,1,-4,3,1,1,1,1,1,1,5,1,1,3,1,1,5,1,5,1,1,3,3,5,1,0,0,1,1,1,1,1,0,1,-4,1,5,1,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
PA3350,1,2004-09-15,2,1,0,0,37,1,0,1,0,0,0,0,0,0,1,14,1,0,-1,3,3,1,1,0,1,1.8,62,1,1997,9,1997,0,0,50,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.15,6,14,1,2,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,0,1,1,1,1,1,0,1,600,1,5,0,-1,0,1,0,1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3351,0,2004-09-15,1,0,0,0,43,1,0,0,0,1,0,0,0,0,1,12,2,0,-1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,35,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,1,1,1,5,1,1,2,1,2,5,1,5,2,1,5,1,4,1,0,0,0,1,1,1,1,1,0,-1,0,-1,0,-1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3352,0,2004-09-15,1,1,1,1,46,1,1,0,0,0,0,0,0,0,2,16,1,0,-1,5,5,1,1,1,1,0.5,72,9,1980,2,1981,0,0,80,1,0,1,1,0,0,1,0,0,0,0,0,1,7,2004,4,11.22,60,-4,1,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,1,4,1,2,4,2,4,2,0,0,0,1,0,1,1,0,0,-1,0,-1,0,-1,1,1,1,-4,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
PA3362,1,2004-09-17,2,1,1,1,22,0,0,0,0,1,0,0,0,0,1,14,3,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,0,0,0,0,1,5,2004,1,13.85,50,36,1,1,0,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,2,2,4,1,1,2,1,1,5,2,2,3,2,4,1,5,1,0,-4,1,1,1,1,1,0,1,400,0,-1,0,-1,1,1,1,1,-1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3363,1,2004-09-17,2,1,1,1,47,0,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,1,0,1,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,26,1,2,1,1,2,1,1,3,1,2,1,1,2,5,1,4,1,1,2,1,5,1,0,-4,1,1,1,1,1,0,1,700,1,2,0,-1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PA3364,0,2004-09-17,2,1,1,0,48,1,0,1,0,0,0,0,0,0,1,12,1,0,-1,3,1,1,1,0,1,3,72,8,1996,1,1998,0,0,70,1,1,1,1,0,0,1,0,0,0,0,0,1,7,2004,1,7,20,25,0,-1,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,2,1,2,4,1,1,2,1,2,5,1,5,1,1,4,1,5,2,0,0,1,1,1,1,1,1,0,-1,1,3,0,-1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3365,0,2004-09-17,2,1,0,0,30,0,0,1,0,0,0,0,0,0,1,17,3,0,-1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.75,8,26,1,8,0,0,0,0,0,0,0,0,0,1,30,1,1,1,1,1,1,1,5,1,1,2,1,2,5,1,4,1,1,5,1,5,1,0,0,1,1,1,1,1,1,1,500,0,-1,0,-1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
PA3366,1,2004-09-17,1,1,1,1,41,0,0,0,0,1,0,0,0,0,1,17,3,1,1,3,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.23,40,52,1,20,0,0,0,0,0,0,0,0,0,0,15,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,1,1,1,1,1,1,1,1,1000,1,1,1,2,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
PA3367,0,2004-09-17,1,1,1,0,33,1,0,0,0,1,0,0,0,0,1,12,6,1,4,5,4,1,1,1,1,6,51,9,2000,10,2001,0,0,80,0,0,0,-1,0,1,1,0,0,0,0,0,1,12,2003,4,16.57,45,32,1,12,0,0,0,0,0,0,0,0,0,1,26,1,1,1,1,1,1,1,2,2,1,2,1,1,5,2,5,1,1,4,2,5,2,0,0,1,1,1,0,1,1,1,400,0,-1,1,4,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
PA3368,0,2004-09-17,1,1,1,1,20,1,0,0,0,1,0,0,0,0,1,13,3,0,-1,5,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,2,1,2,1,2,2,2,1,1,4,2,2,4,2,1,5,5,2,0,0,0,1,1,0,0,-1,-4,-4,1,3,0,-1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PA3369,1,2004-09-17,1,1,0,0,28,0,0,1,0,0,0,0,0,0,1,15,2,0,-1,5,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.82,45,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,2,1,4,1,1,1,1,1,5,1,2,2,1,5,1,5,2,0,-4,1,1,1,1,1,0,1,1445,1,1,0,-1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3370,0,2004-09-17,1,1,1,1,30,0,1,0,0,0,0,0,0,0,1,15,5,0,-1,1,8,1,1,0,1,2,56,4,2002,-4,-4,1,52,20,1,-4,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,40,52,1,10,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,4,2,2,1,1,5,1,5,1,0,-4,1,1,1,1,1,0,1,1000,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3371,1,2004-09-17,1,1,0,0,41,0,0,0,0,1,0,0,0,0,1,12,2,0,-1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,40,30,1,5,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,2,1,2,1,2,5,1,5,1,1,2,2,5,1,0,-4,0,1,1,1,1,1,1,400,0,-1,0,-1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
PA3372,1,2004-09-17,1,1,1,0,59,0,0,1,0,0,0,0,0,0,1,14,1,0,-1,3,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,5,2004,1,20,35,35,1,14,0,0,0,0,0,0,0,0,0,1,16,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,4,1,1,3,1,5,1,0,-4,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3373,0,2004-09-17,1,1,1,1,35,0,0,0,0,1,0,0,0,0,1,15,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,0,0,0,0,1,4,2004,1,8.75,24,14,1,1,0,0,0,0,0,0,0,0,0,1,20,1,1,1,2,2,2,4,4,1,2,4,2,2,5,1,5,2,2,3,3,5,2,0,0,1,1,1,0,1,1,1,800,1,2,1,2,0,0,1,1,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
PA3400,0,2004-09-27,2,0,0,0,40,0,0,1,0,0,0,0,0,0,1,18,4,1,3,3,3,1,1,0,1,6,51,9,1991,8,1997,0,0,60,1,2,1,1,0,0,0,1,0,0,0,0,1,6,2004,4,28.87,20,28,1,5,0,0,0,0,0,0,0,0,1,0,-4,1,1,1,1,1,1,1,5,1,2,1,1,1,5,2,5,1,1,5,1,4,1,1,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,1,0,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PA3401,0,2004-09-27,2,1,1,1,50,0,0,0,1,0,0,0,0,0,1,18,1,0,-1,3,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,6,2004,1,27.88,60,52,1,15,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,3,1,5,1,0,-4,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
PA3402,0,2004-09-27,2,1,1,0,38,0,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.93,45,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,2,2,1,2,3,2,1,1,1,2,5,1,2,1,1,4,2,5,2,0,-4,1,1,1,1,1,0,1,300,1,1,0,-1,0,1,0,1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PA3403,1,2004-09-27,2,1,1,1,58,0,0,1,0,0,0,0,0,0,1,14,1,0,-1,2,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.41,32,-4,1,1,0,0,0,0,0,0,0,0,0,1,-4,2,1,1,2,2,1,2,3,2,2,1,1,3,5,2,2,1,2,3,3,4,1,1,1,1,1,0,1,1,0,1,800,1,2,0,-1,0,0,0,1,-1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PA3405,0,2004-09-27,2,1,1,1,60,1,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,6,2004,1,25,60,22,1,30,0,0,0,0,0,0,0,0,0,1,26,1,1,1,1,1,1,1,2,1,2,1,2,2,5,1,5,1,1,2,1,5,2,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
PA3406,1,2004-09-27,2,1,1,1,48,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,6,2004,1,28.27,40,14,0,-1,0,0,0,0,0,0,0,0,0,1,20,1,1,1,1,2,1,3,2,2,1,1,4,4,2,1,2,2,1,1,1,5,3,0,0,1,1,1,1,1,0,1,600,1,5,0,-1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PA3407,1,2004-09-27,1,1,1,1,50,0,0,1,0,0,0,0,0,0,1,12,7,1,3,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,3,2004,1,16.24,45,20,1,5,0,0,0,0,0,0,0,0,0,1,11,1,1,2,1,1,2,1,4,1,1,2,2,2,5,2,2,1,1,3,3,4,1,1,1,1,1,1,1,1,1,0,-1,1,2,0,-1,0,1,1,1,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PA3408,0,2004-09-27,1,1,1,1,31,1,0,0,0,1,0,0,0,0,1,13,3,1,1,5,3,1,1,0,1,8,-4,3,1997,-4,-4,1,52,80,0,10,0,-1,0,1,0,0,0,0,0,0,1,9,2000,1,8,40,-4,0,-1,0,0,0,0,0,0,0,0,0,-4,-4,3,3,1,1,1,1,1,3,1,3,2,1,1,5,2,4,1,1,5,1,5,1,1,1,-4,1,1,1,1,0,0,-1,0,-1,0,-1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
PA3409,0,2004-09-27,1,1,0,0,33,0,0,0,0,1,0,0,0,0,1,18,3,1,1,5,4,1,1,0,1,13,81,6,1985,-4,-4,1,20,15,1,2,1,1,0,1,1,0,0,0,0,0,1,3,2004,2,13,44,26,0,-1,0,0,0,0,0,0,0,0,0,1,16,4,1,1,1,1,1,1,5,1,1,1,1,1,4,1,2,1,1,5,1,5,1,0,1,0,-4,1,0,1,1,0,-1,0,-1,0,-1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
